229	ESEN APT.	DIŞ CEPHE ONARIM, BOYA VE YENİ ÇATI YAPIM İŞL.	SELAMİÇEŞME	1996
230	ÇAĞ APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ULUS	1996
231	ULUS KOOP. 4. BL.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ULUS	1996
232	HUZUR APT.	ÇATI ONARIM, YALITIM VE İÇ BOYA İŞLEMİ	BAKIRKÖY	1996
233	ŞAHİNOĞLU APT. A-B BL.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	GÖZTEPE	1996
234	DERVİŞOĞLU APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ERENKÖY	1996
235	İPEK APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ÇİFTEHAVUZLAR	1996
236	SAADET APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ÇİFTEHAVUZLAR	1996
237	ÖZEL NAKİPOĞLU ANADOLU LİSESİ	TEMEL YALITIM İŞLEMİ	ESENLER	1996
238	FULYALI SİTESİ	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	GAYRETTEPE	1996
239	SİLAHTAR HAN	ÇATI ONARIM VE YALITIM İŞLEMİ	NİŞANTAŞI	1996
240	METİN APT.	ÇATI ONARIM VE YALITIM İŞLEMİ	BALMUMCU	1996
241	ORKİDE-ZAMBAK-YASEMİN APT.	DIŞ CEPHE MERMER TEMİZLİK VE CİLA İŞLEMİ	ŞİŞLİ	1996
242	ŞANS APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	FULYA	1996
243	BAŞAK APT.	DIŞ, İÇ CEPHE ONARIM VE BOYA İŞLEMİ	GÖZTEPE	1996
244	DADAŞ APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ETİLER	1996
245	DİLEK APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ETİLER	1996
246	DOĞAN APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ETİLER	1996
247	ULUS KOOP. 6. BL.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ULUS	1996
248	HÜLYA APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	CADDEBOSTAN	1996
249	ÇİÇEK APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	SELAMİÇEŞME	1996
250	ABDURRAHMAN BAŞ ÖĞR. YURDU	TEMEL YALITIM İŞLEMİ	UNKAPANI	1996
251	AKÜREN APT.	DIŞ, İÇ CEPHE ONARIM VE BOYA İŞLEMİ	YEŞİLYURT	1996
252	ATİLLA HAN	ÇATI ONARIM VE YALITIM İŞLEMİ	TOPKAPI	1996
253	AYGEN APT.	DIŞ, İÇ CEPHE ONARIM VE BOYA İŞLEMİ	BEBEK	1996
254	MURAT ÖZAYDINLI BİNASI	TEMEL YALITIM İŞLEMİ	BALMUMCU	1996
255	ÖZEL YILDIRIM BEYAZIT İLKÖĞ. OKULU	ÇATI ONARIM VE YALITIM İŞLEMİ	MERTER	1996
256	ORHAN APT.	DIŞ, İÇ CEPHE ONARIM, BOYA VE ÇATI YALITIM İŞL.	SUADİYE	1996
257	MAVİ BELDE KOOP.	TEMEL YALITIM İŞLEMİ	YAKACIK	1996
258	ERTUNGA MİMARLIK	PREFABRİK MÜŞTEMİLAT YAPIMI	ETİLER	1996
259	FARBE POSTALAMA BİNASI	İÇ CEPHE ONARIM VE BOYA İŞLEMİ	TAKSİM	1996
260	OXFORD UNIVERSITY PRESS	İÇ DEKORASYON İŞLEMİ	KADIKÖY	1997
261	TEVFİK TAŞÇI APT.	DIŞ, İÇ CEPHE ONARIM VE BOYA İŞLEMİ	MODA	1997
262	KURALKAN MESUDİYE EVLERİ	DRENAJ İŞLEMİ	MALTEPE	1997
263	MZ MOTOR FABRİKASI	TEMEL YALITIM İŞLEMİ	DUDULLU	1997
264	EMRE-ZEYNEP NİŞANCI BİNASI	DIŞ CEPHE ONARIM, BOYA VE TERAS YALITIM İŞLEMİ	RUMELİHİSARI	1997
265	M.ÜSTÜNDAĞ APT.	YAN CEPHE ONDÜLİN KAPLAMA İŞLEMİ	FINDIKZADE	1997
266	CELAL SULTAN OTELİ	ARKA CEPHE ONDÜLİN KAPLAMA İŞLEMİ	SULTANAHMET	1997
267	SUNGUR APT.	DIŞ, İÇ CEPHE ONARIM VE BOYA İŞLEMİ	SUADİYE	1997
268	MURAT APT.	DIŞ, İÇ CEPHE ONARIM VE BOYA İŞLEMİ	ERENKÖY	1997
269	ORGANİZE SANAYİ CAMİİ	TERAS, KUBBE YALITIM İŞLEMİ	DUDULLU	1997
270	REŞTAN ARAS APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ULUS	1997
271	ÇAMLITEPE SİTESİ	DIŞ CEPHE ONARIM, BOYA VE ÇATI YALITIM İŞLEMİ	ULUS	1997
272	GÜNEŞ APT.	DIŞ, İÇ CEPHE ONARIM VE BOYA İŞLEMİ	ÇİFTEHAVUZLAR	1997
273	ÇAĞLA APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ÇİFTEHAVUZLAR	1997
274	ÇINAR APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	GÖZTEPE	1997
275	AKUT APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ERENKÖY	1997
276	KUBALI APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ERENKÖY	1997
277	BALTACI SİT. C BL.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	KOZYATAĞI	1997
278	KANAT APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	GÖZTEPE	1997
279	ENGİN KONAK B. BL.	DIŞ CEPHE ONARIM, BOYA VE ÇATI YALITIM İŞLEMİ	ETİLER	1997
280	ÇEVRE SİT. 13. BL.	DIŞ, İÇ CEPHE ONARIM VE BOYA İŞLEMİ	AKATLAR	1997
281	YILDIRIM APT.	ÇATI ONARIM, YALITIM VE İÇ BOYA İŞLEMLERİ	İSTİNYE	1997
282	PINAR APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	GÖZTEPE	1997
283	TERAS APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	BEBEK	1997
284	ZÜMRÜT PALAS APT.	DIŞ CEPHE ONARIM, BOYA VE YENİ ÇATI YAPIM İŞL.	MAÇKA	1997
285	ÇEVRE APT. A-B BL.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	MECİDİYEKÖY	1997
286	ENGİN KONAK APT. C BL.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ETİLER	1997
287	KARAORMAN APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	GÖZTEPE	1997
288	KUTMEN APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	GÖZTEPE	1997
289	METİN ÜNSAL APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ORTAKÖY	1997
290	GÖKSEL APT.	DIŞ CEPHE ONARIM, BOYA VE ÇATI YALITIM İŞLEMİ	KIZILTOPRAK	1997
291	FERAH APT.	İÇ CEPHE ONARIM VE BOYA İŞLEMİ	MAÇKA	1997
292	BAŞAK GÜRSOY BİNASI	DIŞ CEPHE ONARIM, BOYA VE TERAS YALITIM İŞLEMİ	MODA	1997
293	ARAP TÜRK BANKASI BİNASI	TEMEL YALITIM İŞLEMİ	NİŞANTAŞI	1997
294	İNTAŞ ÇAMLIK C BL.	DIŞ, İÇ CEPHE ONARIM VE BOYA İŞLEMİ	SAHRAİ CEDİT	1997
295	MEKAN APT.	DIŞ CEPHE KISMİ ONARIM VE BOYA İŞLEMİ	TEŞVİKİYE	1997
296	ÖZARGUN APT.	ÇATI ONARIM VE YALITIM İŞLEMİ	ULUS	1997
297	GÜRKAN APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	MECİDİYEKÖY	1997
298	SİREN APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	CİHANGİR	1997
299	MURAT DAGLI PALAS	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	LEVENT	1997
300	A LA TURKA RESTAURANT	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ORTAKÖY	1997
301	ÜNAL APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	BALTALİMANI	1997
302	KIRLANGIÇ APT.	DIŞ, İÇ CEPHE ONARIM VE BOYA İŞLEMİ	ETİLER	1997
303	MİKADO APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	YEŞİLKÖY	1997
304	KARABAL APT.	YENİ ÇATI YAPIM İŞLEMİ	GÖZTEPE	1997
305	HASAN AKBAYRAK BİNASI	ÇATI ONARIM VE YALITIM İŞLEMİ	FLORYA	1997
306	ŞAFAK APT.	DIŞ CEPHE ONARIM, BOYA VE ÇATI YALITIM İŞLEMİ	AKATLAR	1997
307	KUMSAL APT.	YENİ ÇATI YAPIM İŞLEMİ	SİLİVRİ	1997
308	KEREM APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ULUS	1997
309	GEZİ APT.	DIŞ, İÇ CEPHE ONARIM VE BOYA İŞLEMİ	MODA	1997
310	DR. FARUK SÜER İŞ MRK.	YAN CEPHE ONDÜLİN KAPLAMA İŞLEMİ	OSMANBEY	1997
311	GÜVEN APT.	DIŞ CEPHE TRAVERTEN TEMİZLİK VE CİLA İŞLEMİ	TEŞVİKİYE	1998
312	HAZNEDAR APT.	DIŞ, İÇ CEPHE ONARIM VE BOYA İŞLEMİ	TEŞVİKİYE	1998
313	GÜNEY APT.	DIŞ, İÇ CEPHE ONARIM VE BOYA İŞLEMİ	AKATLAR	1998
314	YOLA APT.	DIŞ, İÇ CEPHE ONARIM VE BOYA İŞLEMİ	MODA	1998
315	AKIN SİT.	DIŞ, İÇ CEPHE ONARIM VE BOYA İŞLEMİ	TARABYA	1998
316	ZÜMRÜT APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	MECİDİYEKÖY	1998
317	ÜLKÜ APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	SUADİYE	1998
318	MARMARA APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ÇİFTEHAVUZLAR	1998
319	NEŞE APT.	DIŞ, İÇ CEPHE ONARIM VE BOYA İŞLEMİ	CADDEBOSTAN	1998
320	MANZARA APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	MODA	1998
321	KARADENİZ APT.	DIŞ CEPHE ONARIM, BOYA VE ÇATI YALITIM İŞLEMİ	BAKIRKÖY	1998
322	ÖRNEK APT.	DIŞ, İÇ CEPHE ONARIM, BOYA VE ÇATI YALITIM İŞL.	BAKIRKÖY	1998
323	MAYA SİT. 13. BL.	DIŞ CEPHE KISMİ ONARIM VE BOYA İŞLEMİ	ETİLER	1998
324	O 190-191 BL.	DIŞ CEPHE ONARIM, BOYA VE ÇATI YALITIM İŞLEMİ	ATAKÖY	1998
325	MARMARA APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	SUADİYE	1998
326	SPOR YAZARLARI SİT. B5 BL.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	AKATLAR	1998
327	GAZETECİLER APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ETİLER	1998
328	İNTAŞ ÇAMLIK J BL.	DIŞ, İÇ CEPHE ONARIM VE BOYA İŞLEMİ	SAHRAİ CEDİT	1998
329	ADA APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	NİŞANTAŞI	1998
330	AS APT.	DIŞ CEPHE ONARIM, BOYA VE ÇATI YALITIM İŞLEMİ	FENERBAHÇE	1998
331	TONGUÇ APT.	DIŞ, İÇ CEPHE ONARIM VE BOYA İŞLEMİ	ULUS	1998
332	MEMDUN ÖZARGUN VİLLASI	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	LEVENT	1998
333	EMEK APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ARNAVUTKÖY	1998
334	ARZU APT.	DIŞ CEPHE ONARIM, BOYA VE TERAS YALITIM İŞLEMİ	BEYLERBEYİ	1998
335	DEMET APT.	DIŞ, İÇ CEPHE ONARIM VE BOYA İŞLEMİ	CADDEBOSTAN	1998
336	NURSELİ APT.	DIŞ, İÇ CEPHE ONARIM VE BOYA İŞLEMİ	SELAMİÇEŞME	1998
337	GÜNEYSU APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	CADDEBOSTAN	1998
338	ÇAMLITEPE SİT. 74-5 BL.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ULUS	1998
339	KÖRFEZ APT.	DIŞ CEPHE ONARIM, BOYA VE ÇATI YALITIM İŞLEMİ	MODA	1998
340	EREN APT.	DIŞ CEPHE ONARIM, BOYA VE ÇATI YALITIM İŞLEMİ	MODA	1998
341	SOYDAN APT.	DIŞ CEPHE ONARIM, BOYA VE ÇATI YALITIM İŞLEMİ	TEŞVİKİYE	1998
342	İMAR SİT. K BL.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ARNAVUTKÖY	1998
343	FİNAL APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	4.LEVENT	1998
344	KARTAL APT.	DIŞ CEPHE ONARIM, BOYA VE ÇATI YALITIM İŞLEMİ	ULUS	1998
345	İNAYET APT.	ÇATI ONARIM VE YALITIM İŞLEMİ	CADDEBOSTAN	1998
346	BERKMAN APT.	DIŞ CEPHE ONARIM, BOYA VE TERAS YALITIM İŞLEMİ	BEBEK	1998
347	ÇİMEN APT.	ÇATI ONARIM VE YALITIM İŞLEMİ	SUADİYE	1998
348	MUSTAFA BEY APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	SUADİYE	1998
349	LALE APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	NİŞANTAŞI	1998
350	DUYGU APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ETİLER	1998
351	BOLKAR SİT. D BL.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	GÜRPINAR	1998
352	TORTOP APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	KOZYATAĞI	1998
353	YILDIZ APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	AKATLAR	1998
354	ÜÇEM KONAK APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	CADDEBOSTAN	1998
355	ALİBABA APT.	DIŞ CEPHE ONARIM, BOYA VE ÇATI YALITIM İŞLEMİ	BEYLERBEYİ	1998
356	ECEM 2 APT.	DIŞ CEPHE ONARIM, BOYA VE ÇATI YALITIM İŞLEMİ	FLORYA	1998
357	AKÇAM APT.	DIŞ CEPHE ONARIM, BOYA VE ÇATI YALITIM İŞLEMİ	4.LEVENT	1998
358	SÖNMEZLER APT.	DIŞ, İÇ CEPHE ONARIM VE BOYA İŞLEMİ	MODA	1998
359	AYLİN APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	MODA	1998
360	TÜRKAN ÖZDEMR BİNASI	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	RUMELİHİSARI	1998
361	İ 20-21 BL.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ATAKÖY	1998
362	İNTAŞ SİT. B BL.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ERENKÖY	1998
363	DENİZ APT.	DIŞ CEPHE KISMİ ONARIM VE BOYA İŞLEMİ	MODA	1998
364	İ 11-12 BL.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ATAKÖY	1998
365	A31 BL.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ATAKÖY	1998
366	A28 BL.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ATAKÖY	1998
367	FİLİZ APT.	İÇ CEPHE ONARIM VE BOYA İŞLEMİ	FENERBAHÇE	1998
368	HİSAR APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	KÜÇÜKYALI	1998
369	OKÇU APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	FENERYOLU	1999
370	AEROFLOT BİNASI	DIŞ CEPHE KISMİ ONARIM, BOYA VE TERAS YALITIM	TAKSİM	1999
371	REŞİTBEY KORUSU NO:118	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	CADDEBOSTAN	1999
372	MARMARA APT.	DIŞ CEPHE ONARIM, BOYA VE ÇATI YALITIM İŞLEMİ	SUADİYE	1999
373	GÜN APT.	DIŞ, İÇ CEPHE ONARIM VE BOYA İŞLEMİ	MODA	1999
374	MURAT APT.	DIŞ CEPHE TRAVERTEN TEMİZLİK VE CİLA İŞLEMİ	MODA	1999
375	AKTAN SİT.	DIŞ, İÇ CEPHE ONARIM VE BOYA İŞLEMİ	MECİDİYEKÖY	1999
376	DİNÇER APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	TEŞVİKİYE	1999
377	KÖŞEM APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ŞAŞKINBAKKAL	1999
378	SUNER APT.	DIŞ, İÇ CEPHE ONARIM VE BOYA İŞLEMİ	BAKIRKÖY	1999
379	SEBAT APT.	YAN CEPHE ONDÜLİN KAPLAMA İŞLEMİ	MODA	1999
380	B 46 BL.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ATAKÖY	1999
381	SALİHBEY APT.	DIŞ CEPHE ONARIM, BOYA VE ÇATI YALITIM İŞLEMİ	KIZILTOPRAK	1999
382	EYÜP PAŞA APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	FENERYOLU	1999
383	MEFKURE APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	SUADİYE	1999
384	BAŞAK APT.	YENİ ÇATI YAPIM İŞLEMİ	FENERYOLU	1999
385	ÇEVRE APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	RUMELİHİSARI	1999
386	HAKKI AYRI APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ERENKÖY	1999
387	BEYAZKÖŞK APT.	DIŞ, İÇ CEPHE ONARIM VE BOYA İŞLEMİ	GÖZTEPE	1999
388	PROF.DR.Y ÜCEL TANGÜN BİNASI	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	DRAGOS	1999
389	YALÇIN APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	SELAMİÇEŞME	1999
390	BEYAZKENT APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ULUS	1999
391	MEVSİM APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ERENKÖY	1999
392	OS NAZ APT.	DIŞ, İÇ CEPHE ONARIM VE BOYA İŞLEMİ	CADDEBOSTAN	1999
393	ROTOPAŞ GENEL MRK. BİNASI	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	DOLAPDERE	1999
394	İSMAİL BEY APT.	DIŞ, İÇ CEPHE ONARIM VE BOYA, ÇATI YALITIM İŞL.	DİKİLİTAŞ	1999
395	ERGÜN POLAT APT.	DIŞ, İÇ CEPHE ONARIM VE BOYA İŞLEMİ	GAYRETTEPE	1999
396	SEDİR APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ŞAŞKINBAKKAL	1999
397	ALİM APT.	DIŞ, İÇ CEPHE ONARIM VE BOYA İŞLEMİ	ŞAŞKINBAKKAL	1999
398	PALMİYE APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	SELAMİÇEŞME	1999
399	KUMSAL APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	SİLİVRİ	1999
400	ŞÜKRAN APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	FENERYOLU	1999
401	SADİBEY APT.	DIŞ, İÇ CEPHE ONARIM VE BOYA İŞLEMİ	YILDIZ	1999
402	LEVENT KONAK APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	LEVENT	1999
403	ŞAHİN APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	GÖZTEPE	1999
404	ÖZLEM APT.	DIŞ CEPHE ONARIM, BOYA VE ÇATI YALITIM İŞLEMİ	GAYRETTEPE	1999
405	ÇARDAK APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	CADDEBOSTAN	1999
406	YÜKSEL-KONAK APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ULUS	1999
407	HUZUR APT.	DIŞ CEPHE ONARIM, BOYA VE YENİ ÇATI YAPIM İŞL.	FENERBAHÇE	1999
408	SEPAŞ SİT. B BL	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	KARAKÖY	1999
409	GÜL APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	UÇAKSAVAR	1999
410	HAK HAN	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	KARAKÖY	1999
411	BURAK APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	GAYRETTEPE	1999
412	ADA APT.	DIŞ CEPHE ONARIM, BOYA VE ÇATI YALITIM İŞLEMİ	AKATLAR	1999
413	KENT APT.	DIŞ CEPHE ONARIM, BOYA VE ÇATI YALITIM İŞLEMİ	AKATLAR	1999
414	MEMDUH AYTÜR APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ULUS	1999
415	AYDIN APT.	DIŞ, İÇ CEPHE ONARIM VE BOYA İŞLEMİ	BEBEK	1999
416	ENGİN APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	BEBEK	1999
417	KARA AĞAÇ APT.	DIŞ CEPHE KISMİ ONARIM VE BOYA İŞLEMİ	TAKSİM	1999
418	L 52-54-56 BL.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ATAKÖY	1999
419	TERASEVLER	DIŞ, İÇ CEPHE ONARIM VE BOYA İŞLEMİ	GÜZELCE	1999
420	AKSOY APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ETİLER	1999
421	ÜNEL APT.	ÇATI ONARIM VE YALITIM İŞLEMİ	GÖZTEPE	1999
422	ÇEVRE SİT. 14. BL.	DIŞ CEPHE ONARIM, BOYA VE ÇATI YALITIM İŞLEMİ	AKATLAR	1999
423	ULUSAL APT.	DIŞ CEPHE KISMİ ONARIM VE BOYA İŞLEMİ	TAKSİM	1999
424	ŞANLIK APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ÇİFTEHAVUZLAR	1999
425	TESAN MRK. BİNASI	TEMEL YALITIM İŞLEMİ	YENİBOSNA	1999
426	DÖŞEMECİLER APT.	DIŞ CEPHE ONARIM, BOYA VE ÇATI YALITIM İŞLEMİ	YEŞİLKÖY	1999
427	ORKİDE APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ULUS	1999
428	ASIM PAŞA APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	BAKIRKÖY	1999
429	MUTLU APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	FENERYOLU	1999
430	SİBEL APT.	YAN CEPHE ONDÜLİN KAPLAMA İŞLEMİ	RUMELİHİSARI	1999
431	ALBAY APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	LEVENT	1999
432	TUR APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	FENERBAHÇE	1999
433	OCAKLI APT.	DIŞ CEPHE KISMİ ONARIM VE BOYA İŞLEMİ	FENERYOLU	1999
434	ÖZEN APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ÇİFTEHAVUZLAR	1999
435	SAĞIROĞLU APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	AYASPAŞA	1999
436	NOTER APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ŞAŞKINBAKKAL	1999
437	AYDIN APT.	ÇATI ONARIM VE YALITIM İŞLEMİ	GÖZTEPE	1999
438	YAVUZ APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ETİLER	1999
439	DÜZENLİ APT.	MİNERAL SIVA İŞLEMİ	GÜNGÖREN	1999
440	PINAR APT.	DIŞ CEPHE FİLELİ SIVA VE BOYA İŞLEMİ	ARNAVUTKÖY	1999
441	KIRMIZI APT.	ÇATI ONARIM VE YALITIM İŞLEMİ	NİŞANTAŞI	1999
442	O 190 - O 191 BL.	BETONARME SU DEPOSU YAPIM İŞLEMİ	ATAKÖY	1999
443	DR. NEZİH ÖZDEMİR BİNASI	DIŞ CEPHE ONARIM, BOYA VE ÇATI YALITIM İŞLEMİ	RUMELİHİSARI	2000
444	KOÇTAŞ APT.	DIŞ CEPHE ONARIM, BOYA VE ÇATI YALITIM İŞLEMİ	ÇİFTEHAVUZLAR 	2000
445	MERMERLER SİT.E BL. 	ÇATI YALITIM İŞLEMİ	AKATLAR	2000
446	YILDIZ APT.	DIŞ, İÇ CEPHE ONARIM, BOYA VE DEPREM ONARIMI	YEŞİLKÖY	2000
447	ZÜMRÜT APT.	DIŞ, İÇ CEPHE BOYA, ÇATI YALITIM İŞLEMİ	SUADİYE	2000
448	DENİZ APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	LEVENT	2000
449	GÜLÇİN APT.	DIŞ, İÇ CEPHE ONARIM VE BOYA İŞLEMİ	GÖZTEPE	2000
450	YENİ MANİZADE SİT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	YEŞİLKÖY	2000
451	MARMARA APT.	DIŞ, İÇ CEPHE ONARIM VE BOYA İŞLEMİ	ÇİFTEHAVUZLAR	2000
452	ZOLAGİL APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ÇİFTEHAVUZLAR	2000
453	ÇAMLIKÖŞK APT.	DIŞ, İÇ CEPHE ONARIM VE BOYA İŞLEMİ	ACIBADEM	2000
454	ABİDE SİT.B1-B2 BL.	DIŞ CEPHE ONARIM, BOYA VE ÇATI YALITIM İŞLEMİ	MECİDİYEKÖY	2000
455	ÇİĞDEM APT.	DIŞ, İÇ CEPHE ONARIM VE BOYA İŞLEMİ	KOZYATAĞI	2000
456	OMAY APT.	DIŞ, İÇ CEPHE ONARIM VE BOYA İŞLEMİ	GAYRETTEPE	2000
457	PETEK APT.	DIŞ CEPHE ONARIM, BOYA VE ÇATI YALITIM İŞLEMİ	BAKIRKÖY	2000
458	GZT. MUH. SİT. E1-E2 BL.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ULUS	2000
459	GZT. MUH. SİT. C1-C2 BL. 	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ULUS	2000
460	NURSOY APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	SUADİYE	2000
461	EMLAK BANK D BL.	DIŞ CEPHE ONARIM, BOYA VE ÇATI YALITIM İŞLEMİ	BEŞİKTAŞ	2000
462	AYDIN APT.	ÇATI YALITIM İŞLEMİ	NİŞANTAŞI	2000
463	NAZEM APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	MAÇKA	2000
464	SALTAN APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	SUADİYE	2000
465	ELVAN APT. 	DIŞ CEPHE ONARIM, BOYA VE ÇATI YALITIM İŞLEMİ	ÇİFTEHAVUZLAR	2000
466	AKAL SİT.B BL.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	AKATLAR	2000
467	ESEN APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ERENKÖY	2000
468	YUVAM APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	ERENKÖY	2000
469	PAPATYA APT.	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	MODA	2000
470	SPOR APT. 	DIŞ CEPHE ONARIM VE BOYA İŞLEMİ	MAÇKA	2000
